Frame,Inference_Time_ms,FPS_Instant,Players_Visible,Ball_Visible
0,6134.215,0.16302004412952595,19,1
1,1800.6409999999998,0.5553577864771491,15,0
2,1021.0999999999999,0.9793360101850946,17,1
3,1018.0389999999999,0.9822806395432789,14,0
4,1051.617,0.9509165409079542,14,0
5,1580.638,0.632655927543182,15,0
6,1468.815,0.680820933882075,16,0
7,1059.22,0.9440909348388437,15,0
8,1031.6940000000002,0.9692796507491561,18,0
9,1017.336,0.9829594155716499,15,0
10,1401.95,0.7132922001497913,15,0
11,1013.609,0.9865737182680895,15,0
12,1019.3509999999999,0.9810163525615809,16,0
13,1008.276,0.9917919299874242,16,0
14,1018.9060000000001,0.9814448045256382,16,0
15,1112.8880000000001,0.8985630180215798,16,0
16,1584.454,0.6311322386134277,16,0
17,1380.8780000000002,0.7241769367025905,16,0
18,1019.6750000000001,0.980704636281168,16,0
19,1024.478,0.9761068563697805,16,0
20,1022.384,0.9781060736474749,16,0
21,1004.5699999999999,0.9954507898902019,16,0
22,993.11,1.0069378014520043,16,0
23,1001.9800000000001,0.998023912652947,16,0
24,1028.058,0.9727077655151752,17,0
25,1012.8090000000001,0.9873529954808853,17,0
26,1008.297,0.9917712737417645,17,0
27,1537.133,0.6505617926360309,16,0
28,1502.2009999999998,0.6656898777194264,17,0
29,1000.524,0.9994762744321976,15,0
30,1007.3760000000001,0.9926780070202188,15,0
31,989.5899999999999,1.0105195080791036,16,0
32,1014.845,0.9853721504269125,15,0
33,1002.5939999999999,0.9974127114265595,16,0
34,1019.337,0.9810298262498075,16,0
35,999.269,1.0007315347519037,15,0
36,1007.2289999999999,0.9928228833760744,15,0
37,1031.358,0.9695954266122918,17,0
38,1387.683,0.7206256760369624,16,0
39,1558.305,0.641722897635572,17,0
40,1059.9019999999998,0.943483454130665,18,0
41,1000.4200000000001,0.999580176325943,18,0
42,1007.374,0.9926799778433829,17,0
43,989.641,1.0104674321294287,18,0
44,1012.886,0.9872779365101305,17,0
45,1006.1340000000001,0.9939033965654673,17,0
46,1007.9279999999999,0.9921343588034067,16,0
47,1006.3279999999999,0.9937117917816062,17,0
48,1013.2669999999999,0.9869067086957337,18,0
49,1197.872,0.8348137363591435,19,0
50,1621.5790000000002,0.616682875148235,18,0
51,1206.519,0.82883071049855,17,0
52,1025.3239999999998,0.9753014656830428,18,0
53,1007.071,0.9929786479801325,18,0
54,1019.039,0.981316711136669,18,0
55,989.187,1.010931199055386,18,0
56,1013.482,0.9866973463761567,18,0
57,1000.3280000000001,0.9996721075487239,18,0
58,1006.6370000000001,0.9934067593382718,18,0
59,1000.3230000000001,0.9996771042953125,18,0
60,1069.855,0.9347061050329251,18,0
61,1585.928,0.6305456489828037,20,0
62,1374.636,0.7274653071795006,18,0
63,1037.4,0.9639483323693849,18,0
64,1331.528,0.7510168768512566,18,0
65,1440.595,0.6941576223713118,17,0
66,1150.323,0.8693210515655168,17,0
67,1060.177,0.9432387233452528,18,0
68,1037.592,0.9637699596758648,19,0
69,1026.896,0.973808447983048,17,0
70,1007.3330000000001,0.9927203814428793,18,0
71,1591.6090000000002,0.628295014667547,18,0
72,1451.346,0.6890155758861085,18,0
73,998.813,1.0011884106434337,18,0
74,1009.8849999999999,0.9902117567841884,18,0
75,1031.5829999999999,0.9693839468079642,17,0
76,1008.702,0.9913730715315326,18,0
77,1039.8039999999999,0.9617197087143348,19,0
78,1009.373,0.9907140373281235,19,0
79,1003.226,0.9967843736107318,19,1
80,1027.991,0.9727711623934451,18,0
81,1018.0210000000001,0.9822980076049511,18,0
82,1411.634,0.7083989192666088,20,0
83,1593.7740000000001,0.6274415318608535,19,0
84,1033.944,0.9671703689948392,18,0
85,1022.185,0.9782964923179268,19,0
86,1000.2040000000001,0.999796041607512,18,0
87,999.317,1.0006834668078297,19,0
88,1036.6,0.9646922631680495,19,0
89,999.857,1.0001430204519246,17,0
90,1017.778,0.9825325365649483,16,0
91,1017.018,0.9832667661732634,16,0
92,1030.2839999999999,0.9706061629608924,18,0
93,1317.335,0.7591083513305271,19,0
94,1603.866,0.6234934838696001,17,0
95,1113.557,0.8980231815704091,18,0
96,1015.447,0.9847879800718304,18,0
97,1007.385,0.9926691384128213,18,0
98,1020.6619999999999,0.9797562758288249,18,0
99,1020.165,0.9802335896644171,17,0
100,1012.3489999999999,0.9878016375775548,17,0
101,1030.766,0.9701522945071916,18,0
102,1027.3419999999999,0.9733856885048991,18,0
103,1013.071,0.9870976466605006,18,0
104,1231.4579999999999,0.8120455590040424,18,0
105,1593.033,0.6277333865651246,18,0
106,1240.9170000000001,0.8058556696378564,18,0
107,1014.731,0.9854828521056319,18,0
108,1019.1030000000001,0.9812550841279045,17,0
109,997.987,1.0020170603424694,17,0
110,1012.6999999999999,0.9874592673052237,18,0
111,1031.0600000000002,0.9698756619401391,18,0
112,1024.022,0.9765415196157896,18,0
113,1024.8729999999998,0.9757306515051135,18,0
114,998.042,1.0019618412852365,18,0
115,1091.204,0.9164189280831082,18,0
116,1554.427,0.6433238743279678,17,0
117,1377.313,0.7260513768475284,17,0
118,1018.67,0.9816721803920799,17,0
119,1008.4759999999999,0.9915952387563017,18,0
120,1021.6410000000001,0.9788174123787122,18,0
121,999.726,1.0002740750965764,18,0
122,1004.411,0.9956083714734307,17,0
123,1029.197,0.971631281474781,19,0
124,1018.1320000000001,0.9821909143411659,18,0
125,1006.8410000000001,0.99320548130241,17,0
126,1025.412,0.9752177661271761,16,0
127,1539.156,0.6497067223855152,17,1
128,1508.486,0.662916328026909,16,0
129,1019.3779999999999,0.9809903686365608,15,0
130,1021.736,0.978726402906426,14,0
131,1011.018,0.9891020733557662,16,0
132,1019.964,0.9804267601601625,18,0
133,999.9209999999999,1.000079006241493,18,0
134,1002.3280000000001,0.9976774069965121,15,0
135,1020.837,0.9795883182133877,16,0
136,1007.933,0.9921294371748915,17,0
137,1009.4810000000001,0.9906080451241775,16,0
138,1440.303,0.6942983524994393,17,0
139,1583.2939999999999,0.6315946375088898,17,1
140,1045.972,0.9560485366721098,17,0
141,1029.479,0.9713651274091069,18,0
142,1019.0310000000001,0.9813244150570493,17,0
143,1012.781,0.9873802924817903,16,0
144,1027.66,0.9730844831948309,17,0
145,1002.3,0.9977052778609199,17,0
146,1020.4759999999999,0.9799348539309107,17,0
147,1022.2819999999999,0.9782036659160585,18,0
148,1017.576,0.9827275800529887,17,0
149,1287.502,0.7766978226053242,18,0
150,1572.219,0.6360437063793275,18,0
151,1124.231,0.8894969094429881,19,1
152,1002.2930000000001,0.9977122458203339,18,0
153,1034.7630000000001,0.9664048675880369,19,0
154,1016.4150000000001,0.9838501005986727,19,0
155,1014.9840000000002,0.9852372057096465,19,0
156,1011.6469999999999,0.988487090852837,19,0
157,1015.4870000000001,0.9847491893052298,20,0
158,1010.758,0.9893565027434855,19,0
159,1010.1500000000001,0.9899519873286144,18,0
160,1160.58,0.8616381464440194,19,0
161,1582.796,0.6317933580827851,17,0
162,1296.8519999999999,0.7710980127262017,16,0
163,1009.512,0.9905776256250546,18,0
164,1011.427,0.988702101090835,18,0
165,1013.367,0.9868093198219402,18,0
166,996.6500000000001,1.0033612602217428,17,0
167,1027.067,0.9736463151868379,17,0
168,990.891,1.009192736638036,17,0
169,982.799,1.0175020528103915,17,0
170,1002.961,0.9970477416370128,17,0
171,1048.67,0.9535888315676047,18,0
172,1594.2099999999998,0.6272699330702982,17,0
173,1475.904,0.6775508434152899,17,0
174,1011.091,0.9890306609395197,16,0
175,989.72,1.0103867760578749,16,0
176,1007.6419999999999,0.9924159572546599,16,0
177,1019.398,0.9809711221721055,15,0
178,1005.49,0.9945399755343166,20,0
179,1011.865,0.9882741274774797,19,0
180,1023.909,0.9766492920757607,19,0
181,1006.978,0.9930703550623748,19,0
182,1014.6139999999999,0.9855964928534399,18,0
183,1448.705,0.6902716564103804,18,0
184,1616.2160000000001,0.6187291797631009,18,0
185,1026.585,0.9741034595284365,18,0
186,1022.224,0.9782591682449248,18,0
187,1014.277,0.9859239635720813,20,0
188,1022.7610000000001,0.9777455339028375,19,0
189,1047.39,0.9547541985315879,19,0
190,1051.9389999999999,0.9506254640240548,20,0
191,1024.5420000000001,0.9760458819648192,20,0
192,1032.012,0.9689809808413081,20,0
193,1048.181,0.9540337021945637,20,0
194,1491.436,0.6704947446621914,19,0
195,1582.5659999999998,0.6318851788803753,20,0
196,1019.331,0.9810356008009175,20,0
197,1030.412,0.9704855921708986,20,0
198,1029.2930000000001,0.9715406594623687,19,0
199,1040.225,0.9613304813862387,18,0
200,1036.894,0.9644187351841171,19,0
201,1020.167,0.9802316679524038,18,0
202,1017.8179999999999,0.9824939232750847,18,0
203,1021.058,0.9793762940009284,18,0
204,1005.982,0.9940535715350772,17,0
205,1353.6509999999998,0.738742851739481,17,0
206,1608.118,0.6218449143657369,17,0
207,1074.126,0.9309894742330044,18,0
208,1051.67,0.9508686184829841,18,0
209,1037.27,0.9640691430389388,17,0
210,1026.8729999999998,0.9738302594381196,17,0
211,1003.0889999999999,0.9969205125367739,18,0
212,1009.147,0.9909359092381982,18,0
213,1015.8560000000001,0.9843914885574332,17,0
214,1009.5600000000001,0.9905305281508775,18,0
215,1026.21,0.9744594186375108,20,0
216,1260.9060000000002,0.793080530983277,18,0
217,1550.4940000000001,0.644955736687791,19,0
218,1189.926,0.840388393900125,19,0
219,1061.944,0.9416692405625909,18,0
220,1068.657,0.9357539416295407,17,0
221,1010.997,0.9891226185636556,18,0
222,1019.152,0.9812079061808248,17,0
223,997.198,1.0028098732648882,17,0
224,1029.525,0.971321726038707,17,0
225,1004.203,0.9958145912728801,17,0
226,1001.895,0.9981085842328787,17,0
227,1164.063,0.8590600336923344,18,0
228,1564.6970000000001,0.6391013723423767,18,0
229,1295.6589999999999,0.771808014300059,18,1
230,1009.6259999999999,0.990465776436027,18,1
231,1034.278,0.9668580401014041,18,0
232,1031.692,0.9692815297588815,19,0
233,1019.925,0.9804642498222909,17,0
234,1017.767,0.9825431557517584,18,0
235,1034.271,0.9668645838469802,18,0
236,1037.34,0.9640040873773306,17,0
237,1088.1000000000001,0.9190331770976932,18,0
238,1122.426,0.8909273306213505,18,0
239,1591.371,0.6283889803194855,15,0
240,1343.5649999999998,0.7442885160003425,17,0
241,1017.9480000000001,0.982368451040721,17,0
242,1005.7959999999999,0.9942374000294295,16,0
243,1008.1199999999999,0.9919454033250011,16,0
244,1022.61,0.9778899091540274,16,0
245,1009.0680000000001,0.9910134896756214,17,0
246,1046.119,0.955914193318351,17,0
247,1012.2450000000001,0.9879031262194428,17,0
248,1026.539,0.9741471098516471,17,0
249,1069.733,0.9348127056003694,17,0
250,1615.8539999999998,0.6188677937486927,17,0
251,1433.041,0.6978167407631742,17,0
252,1017.4970000000001,0.9828038805028417,16,0
253,1015.6019999999999,0.9846376828718337,16,0
254,1025.808,0.9748412958370377,16,0
255,1038.452,0.9629718080373479,16,0
256,1027.6009999999999,0.9731403531137086,17,0
257,1044.92,0.9570110630478887,17,0
258,1032.009,0.96898379762192,18,0
259,1036.597,0.9646950550696173,18,0
260,1021.8249999999999,0.9786411567538473,18,0
261,1591.03,0.6285236607732099,18,0
262,1469.841,0.6803456972556896,18,0
263,1027.73,0.9730182051706188,18,0
264,1014.227,0.9859725682712056,18,0
265,1009.6270000000001,0.9904647954145441,18,0
266,1033.2269999999999,0.967841529499326,18,0
267,1030.576,0.9703311546164475,19,0
268,1024.711,0.9758849080374857,19,0
269,1017.2099999999999,0.9830811730124557,18,0
270,1012.5079999999999,0.9876465173608505,18,0
271,1006.4100000000001,0.9936308264027582,19,0
272,1501.603,0.6659549827750744,19,0
273,1572.113,0.6360865917399067,18,0
274,1015.4559999999999,0.984779251882898,17,0
275,1020.461,0.979949258227409,17,0
276,1012.7900000000001,0.9873715182811836,16,0
277,1020.1329999999999,0.9802643380814071,16,0
278,1027.5330000000001,0.973204753521298,16,0
279,1020.26,0.9801423166643797,16,0
280,1020.6919999999999,0.9797274790044402,16,0
281,1022.9820000000001,0.9775343065664889,16,0
282,1009.434,0.9906541685736759,16,0
283,1333.566,0.749869147833703,17,0
284,1580.031,0.6328989747669508,17,0
285,1120.5430000000001,0.8924244763476278,17,0
286,1013.7769999999999,0.9864102263120983,17,0
287,1015.8499999999999,0.9843973027513906,17,0
288,1032.635,0.9683963840079022,17,0
289,1043.237,0.9585549592278647,17,0
290,1052.312,0.9502885075909047,17,0
291,1047.167,0.9549575187147801,16,0
292,1035.197,0.9659997082680882,15,0
293,1063.555,0.9402428647319602,17,0
294,1425.597,0.701460510929807,17,0
295,1582.811,0.6317873706968172,17,0
296,1123.962,0.8897097944592433,17,0
297,1039.962,0.9615735959583138,16,0
298,1023.889,0.9766683693251905,16,0
299,1007.6700000000001,0.9923883811168338,16,0
300,1018.2489999999999,0.9820780575281686,16,0
301,1018.7679999999999,0.9815777488103279,17,0
302,1025.517,0.9751179161340084,18,0
303,1017.6240000000001,0.982681226071712,17,0
304,1012.67,0.9874885204459498,17,0
305,1223.247,0.817496384622239,16,0
306,1560.617,0.640772207402585,14,0
307,1221.883,0.8184089638696994,18,0
308,1014.47,0.9857363943734166,17,0
309,1016.4100000000001,0.9838549404275833,16,0
310,1029.767,0.971093460947962,16,0
311,1027.596,0.9731450881474821,16,0
312,1004.5740000000001,0.9954468262168839,16,0
313,996.827,1.0031830999762246,16,0
314,1025.335,0.9752910024528568,17,0
315,1015.9309999999999,0.9843188169275277,16,0
316,1082.0529999999999,0.9241691488309723,16,0
317,1585.2869999999998,0.6308006058209019,15,0
318,1344.1989999999998,0.7439374675922241,16,0
319,1027.166,0.9735524735047695,16,0
320,1012.321,0.9878289593913393,15,0
321,1008.0819999999999,0.9919827950504028,15,0
322,1021.4730000000001,0.9789783968837159,15,0
323,1018.7470000000001,0.981597982619826,14,0
324,1057.933,0.9452394433295871,14,0
325,1014.572,0.9856372933611415,15,0
326,1024.8999999999999,0.9757049468240805,16,0
327,1047.347,0.9547933970307835,16,0
328,1593.5,0.627549419516787,15,0
329,1494.442,0.669146075926667,16,0
330,1017.827,0.9824852357031205,14,0
331,1031.7160000000001,0.9692589821229872,17,0
332,1024.627,0.9759649121094799,19,0
333,1023.8199999999999,0.9767341915571097,18,0
334,1045.131,0.9568178534556911,18,0
335,1116.0339999999999,0.8960300492637322,17,0
336,1038.1,0.9632983334938832,15,0
337,1044.724,0.9571906072800089,16,0
338,1033.849,0.9672592419202418,17,0
339,1593.261,0.6276435562032837,18,0
340,1524.203,0.6560805876907473,17,0
341,1055.412,0.9474972806828044,17,0
342,1010.9710000000001,0.9891480566702704,17,0
343,1013.662,0.9865221345971339,19,0
344,1027.383,0.9733468433875195,19,0
345,1039.569,0.9619371104755914,20,0
346,1022.3340000000001,0.978153910561519,19,0
347,1023.2099999999999,0.9773164843971424,19,0
348,1025.098,0.9755164872041503,17,0
349,1008.0029999999999,0.9920605395023626,17,1
350,1513.856,0.6605648093345734,18,0
351,1557.719,0.6419643080684,18,0
352,1017.8199999999999,0.9824919926902597,19,0
353,1005.287,0.9947408053620508,18,0
354,1014.6619999999999,0.9855498678377628,19,0
355,1022.8770000000001,0.9776346520647154,19,1
356,1013.8199999999999,0.9863683888658736,20,0
357,1019.5780000000001,0.9807979379704151,18,0
358,1004.356,0.9956628924405291,18,0
359,1023.0680000000001,0.9774521341689897,18,0
360,1008.321,0.9917476676574226,19,0
361,1333.008,0.7501830446628978,19,1
362,1612.2430000000002,0.6202538947292684,18,0
363,1156.34,0.864797550893336,18,0
364,1027.807,0.9729453097711924,18,0
365,1048.5549999999998,0.9536934161775016,18,0
366,1107.5980000000002,0.9028546458191509,17,0
367,1027.276,0.9734482261826422,17,0
368,1019.873,0.9805142404985718,17,0
369,1020.891,0.9795365029175495,19,0
370,1020.645,0.9797725947807514,17,0
371,1007.6050000000001,0.9924523995017888,18,0
372,1273.702,0.7851130013142792,19,0
373,1576.02,0.6345097143437266,19,0
374,1173.455,0.852184361564781,18,0
375,1044.769,0.9571493794321998,17,0
376,1036.737,0.9645647835468397,19,0
377,1027.032,0.9736794958677043,18,0
378,1074.835,0.9303753599389674,18,0
379,1048.324,0.9539035641652771,18,0
380,1023.868,0.9766884012392222,17,0
381,1028.549,0.9722434225301857,17,0
382,1008.6440000000001,0.9914300784022905,18,0
383,1232.405,0.8114215700195958,18,0
384,1585.0910000000001,0.6308786057078111,18,0
385,1191.4640000000002,0.8393035794619056,19,1
386,1017.515,0.9827864945479919,16,0
387,1022.001,0.9784726238036949,18,0
388,1025.8039999999999,0.9748450971140687,17,0
389,1018.467,0.981867846479071,16,0
390,1008.9889999999999,0.991091082261551,17,0
391,1014.7230000000001,0.9854906215784996,18,0
392,1061.7,0.941885655081473,18,0
393,1017.9979999999999,0.982320201022006,17,0
394,1177.38,0.8493434575073467,18,0
395,1590.264,0.6288264086969209,17,0
396,1320.5819999999999,0.757241882745638,18,0
397,1021.6149999999999,0.9788423231843699,18,0
398,1032.1290000000001,0.9688711391696192,18,0
399,1009.8679999999999,0.9902284258932851,18,0
400,1016.7919999999999,0.9834853145972825,17,0
401,1008.628,0.9914458055893748,18,0
402,1030.307,0.970584495689149,18,0
403,1012.1960000000001,0.9879509502112238,17,0
404,1007.808,0.9922524925382613,17,0
405,1009.589,0.9905020755970994,18,0
406,1600.678,0.6247352684300027,17,0
407,1437.242,0.6957770507680683,17,0
408,1045.7069999999999,0.9562908156873772,17,0
409,1071.385,0.9333712904324776,19,1
410,1043.192,0.9585963082538976,17,1
411,1019.976,0.9804152254562852,16,0
412,1024.718,0.9758782416235491,16,0
413,1040.691,0.9609000173922903,16,0
414,1013.3989999999999,0.9867781594416416,18,0
415,1011.587,0.9885457207338568,19,0
416,1026.34,0.9743359900227996,18,0
417,1598.392,0.6256287569006852,17,0
418,1536.088,0.6510043695413283,16,0
419,1020.3720000000001,0.9800347324309173,16,0
420,1022.6610000000001,0.9778411418837718,15,0
421,1003.2760000000001,0.9967346971321949,15,0
422,1029.1399999999999,0.9716850962939931,15,0
423,1021.4019999999999,0.9790464479215824,16,0
424,997.332,1.0026751372662264,16,0
425,1017.92,0.9823954731216599,16,0
426,1008.3770000000001,0.9916925911638206,17,0
427,1002.1439999999999,0.9978605869016829,18,1
428,1449.115,0.6900763569488964,18,1
429,1561.496,0.640411502815249,15,0
430,1118.841,0.893782047672547,16,1
431,1021.2840000000001,0.9791595677598003,17,1
432,1035.7289999999998,0.9655035245706166,17,1
433,1028.767,0.9720374001110066,17,1
434,1030.627,0.9702831383225939,15,1
435,1032.307,0.9687040773723321,17,1
436,1013.377,0.9867995819916972,15,1
437,1036.562,0.9647276284486602,15,1
438,1016.966,0.9833170430476535,14,1
439,1369.616,0.7301316573404516,15,1
440,1578.111,0.6336689877961689,14,1
441,1103.6619999999998,0.9060745046943721,15,1
442,1039.651,0.9618612399737988,13,1
443,1043.527,0.9582885732712234,13,1
444,1044.267,0.95760950025233,13,1
445,1011.679,0.9884558244265227,14,1
446,1007.9149999999998,0.9921471552660692,13,1
447,1003.1239999999999,0.9968857289826583,11,1
448,1013.4620000000001,0.9867168181934792,12,1
449,1030.6299999999999,0.9702803139827098,12,1
450,1240.547,0.8060960205457753,13,0
451,1551.1,0.6447037586229128,13,0
452,1217.6560000000002,0.8212500082124999,14,0
453,999.803,1.0001970388166468,16,1
454,1024.361,0.9762183448998936,17,1
455,1006.769,0.9932765112950438,16,0
456,1006.678,0.9933662998496043,16,0
457,1047.223,0.9549064525893721,1,0
458,978.4920000000001,1.0219807622341317,1,0
459,968.546,1.0324754838696355,1,0
460,981.2769999999999,1.0190802393208034,1,0
461,986.282,1.0139088009311739,1,0
462,1531.431,0.652984039111132,1,0
463,1409.533,0.7094548336221997,2,0
464,995.204,1.0048191124633743,1,0
465,997.136,1.0028722260554228,1,0
466,991.3929999999999,1.008681723594982,1,0
467,985.189,1.015033663591453,1,0
468,980.735,1.0196434306922868,1,0
469,990.471,1.0096206754160395,1,0
470,1035.444,0.9657692738573984,1,0
471,1003.422,0.996589670148751,1,0
472,990.618,1.009470855566929,1,0
473,1368.043,0.7309711756136321,1,0
474,1559.809,0.6411041351857824,1,0
475,1084.6229999999998,0.9219793421308604,1,0
476,991.949,1.0081163446911081,1,0
477,1002.123,0.9978814975806363,1,0
478,1002.95,0.9970586769031357,2,0
479,976.547,1.0240162531859704,3,0
480,1022.2370000000001,0.9782467275201346,3,0
481,995.0369999999999,1.004987754224215,1,0
482,985.6740000000001,1.0145342171955432,1,0
483,995.114,1.0049099902121768,1,0
484,1104.376,0.9054887103667592,2,0
485,1518.3690000000001,0.6586014335118802,2,0
486,1311.366,0.7625636168697374,1,0
487,991.789,1.008278978694057,1,0
488,975.437,1.0251815340201367,1,0
489,996.323,1.0036905702267236,1,0
490,982.6510000000001,1.0176553018314742,12,0
491,1004.634,0.9953873749046916,10,0
492,990.6519999999999,1.009436209688165,11,0
493,1007.9419999999999,0.9921205783666125,12,0
494,1013.4049999999999,0.9867723170894165,11,0
495,1015.4970000000001,0.9847394920910647,10,0
496,1425.187,0.7016623081742958,10,0
497,1570.519,0.6367321885313072,11,0
498,1004.2189999999999,0.9957987251784721,10,0
499,991.82,1.0082474642576273,11,0
500,1004.753,0.9952694841418737,10,0
501,1000.9749999999999,0.9990259496990436,10,0
502,1031.003,0.9699292824560162,11,0
503,999.644,1.000356126781134,11,0
504,988.063,1.0120812134448918,10,0
505,1001.2460000000001,0.9987555505839723,12,0
506,1014.6790000000001,0.985533355869196,12,0
507,1241.967,0.8051743725879995,11,0
508,1579.9769999999999,0.6329206058062871,11,0
509,1245.6750000000002,0.8027776105324421,11,0
510,985.915,1.014286221428825,11,0
511,998.4920000000001,1.0015102774984677,12,0
512,992.3530000000001,1.0077059272254933,8,0
513,992.011,1.0080533381182266,8,0
514,1010.4340000000001,0.9896737441535023,8,0
515,991.911,1.0081549655160595,8,0
516,990.917,1.0091662571133606,10,0
517,990.7139999999999,1.0093730380311574,11,1
518,1003.3780000000002,0.9966333724678036,11,0
519,1563.7350000000001,0.6394945435128074,10,0
520,1460.721,0.6845934302306874,9,0
521,1003.555,0.996457593255975,9,0
522,993.707,1.0063328526416742,11,0
523,1049.03,0.9532615845114057,13,0
524,1005.0509999999999,0.994974384384474,11,0
525,999.283,1.0007175144578662,10,0
526,992.231,1.0078298299488728,11,0
527,997.07,1.002938610127674,10,0
528,996.087,1.0039283717185346,10,0
529,1015.792,0.9844535101674359,10,0
530,1351.1299999999999,0.7401212318577783,10,0
531,1556.819,0.642335428845614,10,0
532,1076.68,0.9287810677267154,10,1
533,1028.151,0.9726197805575251,10,1
534,1003.7499999999999,0.9962640099626402,10,1
535,994.9879999999999,1.005037246680362,10,1
536,999.7289999999999,1.000271073460908,9,0
537,1004.4230000000001,0.9955964767831879,10,0
538,1012.534,0.9876211564253645,12,0
539,1002.855,0.9971531278200737,12,0
540,986.976,1.0131958629186526,12,0
541,1177.098,0.8495469366187013,11,0
542,1571.097,0.6364979374284337,11,0
543,1280.338,0.7810437556332781,10,0
544,1014.413,0.9857917830311718,10,0
545,1011.41,0.9887187194115147,10,0
546,1010.197,0.9899059292395443,10,0
547,1008.836,0.9912413910685186,10,0
548,1001.9350000000001,0.9980687369939167,10,0
549,1011.7259999999999,0.9884099054487085,10,0
550,1036.8120000000001,0.9644950097028197,11,0
551,1003.5840000000001,0.9964287991837255,11,0
552,1023.0239999999999,0.9774941741347223,11,1
553,1569.277,0.6372361284846461,11,1
554,1449.23,0.6900215976760072,10,1
555,1041.63,0.9600337931895202,9,0
556,1009.748,0.9903461061571798,8,0
557,989.7,1.0104071940992219,8,0
558,1001.4309999999999,0.9985710448348414,8,0
559,1001.4350000000001,0.9985670562742464,8,0
560,1035.0729999999999,0.9661154334042141,8,0
561,990.2729999999999,1.0098225438843633,9,0
562,997.6429999999999,1.0023625685741293,9,0
563,992.8280000000001,1.0072238091592904,9,0
564,1404.314,0.7120914553297909,9,0
565,1551.104,0.6447020960554547,8,0
566,1027.5780000000002,0.9731621346506054,8,0
567,1009.6590000000001,0.9904334037531483,8,0
568,1010.159,0.9899431673627617,8,0
569,1007.7799999999999,0.9922800611244519,8,0
570,992.348,1.0077110046072548,7,0
